Ridley Ionosphere Model, tilt [deg] CPCP [kV]Integrated Current [MA] and Hemispheric Power [GW]
# iru and ird: integrated upward and downward FACs. hpow vars: hemispheric power for total aurora and each subcomponent
t year mo dy hr mn sc msc tilt n_cpcp s_cpcp n_iru s_iru n_ird s_ird n_hpow s_hpow n_hpow_diffe s_hpow_diffe n_hpow_mono s_hpow_mono n_hpow_bbnd s_hpow_bbnd n_hpow_diffi s_hpow_diffi
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  2.74983E+02  3.06475E+02  7.29845E+00  7.32430E+00 -7.28448E+00 -7.29847E+00  1.69486E+02  1.70262E+02  0.00000E+00  0.00000E+00  1.69486E+02  1.70262E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  3.45641E+02  3.96352E+02  9.01319E+00  9.03049E+00 -8.98219E+00 -8.99008E+00  1.69255E+02  1.68402E+02  0.00000E+00  0.00000E+00  1.69255E+02  1.68402E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  2.18363E+02  2.58054E+02  4.99947E+00  5.03384E+00 -4.96714E+00 -4.99538E+00  1.04230E+02  1.03530E+02  0.00000E+00  0.00000E+00  1.04230E+02  1.03530E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  1.20691E+02  1.43739E+02  2.63774E+00  2.67160E+00 -2.62068E+00 -2.64210E+00  7.14408E+01  7.23949E+01  0.00000E+00  0.00000E+00  7.14408E+01  7.23949E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  7.82893E+01  9.39576E+01  2.56978E+00  2.64516E+00 -2.57024E+00 -2.62766E+00  6.01287E+01  6.14694E+01  0.00000E+00  0.00000E+00  6.01287E+01  6.14694E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  5.85739E+01  6.67150E+01  3.15453E+00  3.26514E+00 -3.16384E+00 -3.25351E+00  6.32039E+01  6.52148E+01  0.00000E+00  0.00000E+00  6.32039E+01  6.52148E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  4.98806E+01  5.73739E+01  3.70049E+00  3.82540E+00 -3.71214E+00 -3.81555E+00  6.92157E+01  7.26294E+01  0.00000E+00  0.00000E+00  6.92157E+01  7.26294E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  4.98806E+01  5.73739E+01  3.70049E+00  3.82540E+00 -3.71214E+00 -3.81555E+00  6.92157E+01  7.26294E+01  0.00000E+00  0.00000E+00  6.92157E+01  7.26294E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00 2014  4 10  0  0  0   0   -4.94707  6.03363E+01  6.78193E+01  4.35859E+00  4.50176E+00 -4.37161E+00 -4.48971E+00  7.77267E+01  8.09600E+01  0.00000E+00  0.00000E+00  7.77267E+01  8.09600E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
